sequence,From,To,address_id,total_transactions,transactions_initiated,transactions_received,average_transaction_value,total_transaction_value,average_outgoing_value,average_incoming_value,total_outgoing_value,total_incoming_value,last_outgoing_transaction_value,last_incoming_transaction_value,value1,value2,value3,value4,timestamps1,timestamps2,timestamps3,timestamps4,label
9547,9548,2762,3662,2,2,0,0.05,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,12,0,0,0
9548,9549,1844,3663,1,1,0,0.07,0.07,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0,0,0,0,0
9549,9550,3281,3664,1,1,0,0.031305031,0.031305031,0.031305031,0.0,0.031305031,0.0,0.031305031,0.0,0.031305031,0.0,0.0,0.0,0,0,0,0,0
9550,9551,2126,3665,3,2,1,0.05174061,0.15522183,0.075110915,0.005,0.15022183,0.005,0.07522183,0.005,0.075,-0.005,0.07522183,0.0,0,0,0,0,0
9551,9552,2297,3666,1,1,0,0.002478663,0.002478663,0.002478663,0.0,0.002478663,0.0,0.002478663,0.0,0.002478663,0.0,0.0,0.0,0,0,0,0,0
9552,9553,1584,3667,1,1,0,0.95628,0.95628,0.95628,0.0,0.95628,0.0,0.95628,0.0,0.95628,0.0,0.0,0.0,0,0,0,0,0
9553,9554,1432,3668,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,45,184,0
9554,9555,1432,3668,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,0,0,0,0
9555,9556,966,3669,1,1,0,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0,0,0,0,0
9556,9557,539,3670,1,1,0,1.3e-05,1.3e-05,1.3e-05,0.0,1.3e-05,0.0,1.3e-05,0.0,1.3e-05,0.0,0.0,0.0,0,0,0,0,0
9557,9558,2126,3671,1,1,0,0.09,0.09,0.09,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0,0,0,0,0
9558,9559,2974,3672,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9559,9560,1584,3673,1,1,0,0.0063,0.0063,0.0063,0.0,0.0063,0.0,0.0063,0.0,0.0063,0.0,0.0,0.0,0,0,0,0,0
9560,9561,1305,3674,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9561,9562,636,3675,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9562,9563,1305,3676,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9563,9564,2297,3677,1,0,1,0.00646131,0.00646131,0.0,0.00646131,0.0,0.00646131,0.0,0.00646131,-0.00646131,0.0,0.0,0.0,0,0,0,0,0
9564,9565,2126,3678,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
9565,9566,1106,3679,1,1,0,0.05,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0,0,0,0,0
9566,9567,2821,3680,1,1,0,0.6,0.6,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0,0,0,0,0
9567,9568,2043,3681,1,0,1,0.0585,0.0585,0.0,0.0585,0.0,0.0585,0.0,0.0585,-0.0585,0.0,0.0,0.0,0,0,0,0,0
9568,9569,188,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.976678,0.976678,0.981381,0.02464,0,0,0,0,1
9569,9570,188,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.698703,0.023424,0.0,0.0,72,72,0,0,1
9570,9571,245,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.2,0.0,0.0,0.0,0,0,0,0,1
9571,9572,264,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9572,9573,406,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.007788647,-0.034020171,0.037752919,-0.037446341,0,24,24,24,1
9573,9574,406,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.037072995,-0.003077657,-0.002296229,0.001222796,24,24,35,63,1
9574,9575,430,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,-0.1,0.0,0.0,0,0,0,0,1
9575,9576,457,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,-0.1,0.0,0.0,0,0,0,0,1
9576,9577,608,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9577,9578,696,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9578,9579,790,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.19645392,-0.75,-0.01,0.023564286,0,19,19,73,1
9579,9580,828,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9580,9581,1044,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.0,0.0,0.0,0.0,0,0,0,0,1
9581,9582,1044,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.0,0.0,0.0,0.0,0,0,0,0,1
9582,9583,1044,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.0,0.0,0.0,0.0,0,0,0,0,1
9583,9584,1044,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.0,0.0,0.0,0.0,0,0,0,0,1
9584,9585,1372,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9585,9586,1404,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.01,0.957699903,0.0,0.0,0,10,0,0,1
9586,9587,1514,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.0,0.0,0.0,0.0,0,0,0,0,1
9587,9588,1514,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.0,0.0,0.0,0.0,73,3450,3463,3475,1
9588,9589,1514,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.0,0.0,0.0,0.0,3475,3485,3485,0,1
9589,9590,1546,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.0001,0.0,0.0,0.0,0,0,0,0,1
9590,9591,1639,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,-0.1,0.0,0.0,0,0,0,0,1
9591,9592,1657,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.005,0.0,0.0,0.0,0,0,0,0,1
9592,9593,1685,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.0,0.0,0.0,0.0,0,0,0,0,1
9593,9594,1723,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9594,9595,1731,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9595,9596,1900,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9596,9597,1918,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9597,9598,2101,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.102219,0.0,0.0,0.0,0,0,0,0,1
9598,9599,2108,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9599,9600,2117,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9600,9601,2330,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.05258,0.0,0.0,0.0,0,0,0,0,1
9601,9602,2389,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9602,9603,2736,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9603,9604,2919,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9604,9605,3009,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9605,9606,3125,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9606,9607,3223,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,0.01,0.0,0.0,0.0,0,0,0,0,1
9607,9608,3287,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9608,9609,3493,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9609,9610,3742,3682,76,43,33,0.113944722,8.659798864,0.12238581,0.102945729,5.262589819,3.397209045,0.001222796,0.002296229,-0.1,0.0,0.0,0.0,0,0,0,0,1
9610,9611,1844,3683,2,2,0,0.042289587,0.084579173,0.042289587,0.0,0.084579173,0.0,0.084053468,0.0,0.000525705,0.084053468,0.0,0.0,0,0,0,0,0
9611,9612,2297,3684,1,1,0,0.011176956,0.011176956,0.011176956,0.0,0.011176956,0.0,0.011176956,0.0,0.011176956,0.0,0.0,0.0,0,0,0,0,0
9612,9613,2371,3685,1,1,0,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0,0,0,0,0
9613,9614,1005,3686,1,1,0,0.05,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0,0,0,0,0
9614,9615,852,3687,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
9615,9616,1311,3688,1,0,1,0.030839823,0.030839823,0.0,0.030839823,0.0,0.030839823,0.0,0.030839823,-0.030839823,0.0,0.0,0.0,0,0,0,0,0
9616,9617,3281,3689,1,1,0,0.015981865,0.015981865,0.015981865,0.0,0.015981865,0.0,0.015981865,0.0,0.015981865,0.0,0.0,0.0,0,0,0,0,0
9617,9618,3484,3690,1,0,1,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,-0.11,0.0,0.0,0.0,0,0,0,0,0
9618,9619,2297,3691,2,2,0,0.00898828,0.017976559,0.00898828,0.0,0.017976559,0.0,0.01305577,0.0,0.004920789,0.01305577,0.0,0.0,0,1,0,0,0
9619,9620,1914,3692,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9620,9621,1914,3693,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,211,0,0,0
9621,9622,2974,3693,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9622,9623,3340,3694,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
9623,9624,539,3695,1,1,0,0.000600841,0.000600841,0.000600841,0.0,0.000600841,0.0,0.000600841,0.0,0.000600841,0.0,0.0,0.0,0,0,0,0,0
9624,9625,2466,3696,2,2,0,0.1,0.2,0.1,0.0,0.2,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0,0,0,0,0
9625,9626,3104,3697,2,0,2,0.01770331,0.03540662,0.0,0.01770331,0.0,0.03540662,0.0,0.01099539,-0.02441123,-0.01099539,0.0,0.0,0,0,0,0,0
9626,9627,2345,3698,1,1,0,0.058646585,0.058646585,0.058646585,0.0,0.058646585,0.0,0.058646585,0.0,0.058646585,0.0,0.0,0.0,0,0,0,0,0
9627,9628,1717,3699,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
9628,9629,2043,3700,15,12,3,0.1259008,1.888512004,0.085,0.289504001,1.02,0.868512004,0.1,0.45308488,0.015,0.015,-0.015427124,0.15,0,0,8,2069,0
9629,9630,2043,3700,15,12,3,0.1259008,1.888512004,0.085,0.289504001,1.02,0.868512004,0.1,0.45308488,-0.4,0.2,0.09,0.1,2087,2527,3479,3695,0
9630,9631,2043,3700,15,12,3,0.1259008,1.888512004,0.085,0.289504001,1.02,0.868512004,0.1,0.45308488,0.05,0.1,0.05,0.1,4077,4307,4445,4685,0
9631,9632,2043,3700,15,12,3,0.1259008,1.888512004,0.085,0.289504001,1.02,0.868512004,0.1,0.45308488,0.05,-0.45308488,0.1,0.0,4928,5302,5303,0,0
9632,9633,2345,3701,1,1,0,0.0073636,0.0073636,0.0073636,0.0,0.0073636,0.0,0.0073636,0.0,0.0073636,0.0,0.0,0.0,0,0,0,0,0
9633,9634,502,3702,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9634,9635,1844,3703,1,1,0,0.08,0.08,0.08,0.0,0.08,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0,0,0,0,0
9635,9636,2762,3704,4,4,0,0.15,0.6,0.15,0.0,0.6,0.0,0.1,0.0,0.1,0.2,0.2,0.1,0,0,0,0,0
9636,9637,3723,3705,1,1,0,0.020138142,0.020138142,0.020138142,0.0,0.020138142,0.0,0.020138142,0.0,0.020138142,0.0,0.0,0.0,0,0,0,0,0
9637,9638,3484,3706,1,1,0,0.055,0.055,0.055,0.0,0.055,0.0,0.055,0.0,0.055,0.0,0.0,0.0,0,0,0,0,0
9638,9639,3215,3707,1,1,0,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0,0,0,0,0
9639,9640,3104,3708,2,2,0,0.14,0.28,0.14,0.0,0.28,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0,0,0,0,0
9640,9641,2297,3709,1,1,0,0.002863956,0.002863956,0.002863956,0.0,0.002863956,0.0,0.002863956,0.0,0.002863956,0.0,0.0,0.0,0,0,0,0,0
9641,9642,3144,3710,1,1,0,0.028758559,0.028758559,0.028758559,0.0,0.028758559,0.0,0.028758559,0.0,0.028758559,0.0,0.0,0.0,0,0,0,0,0
9642,9643,636,3711,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,93,0,0
9643,9644,1305,3712,1,1,0,0.02098641,0.02098641,0.02098641,0.0,0.02098641,0.0,0.02098641,0.0,0.02098641,0.0,0.0,0.0,0,0,0,0,0
9644,9645,539,3713,1,1,0,5.44e-05,5.44e-05,5.44e-05,0.0,5.44e-05,0.0,5.44e-05,0.0,5.44e-05,0.0,0.0,0.0,0,0,0,0,0
9645,9646,1914,3714,1,0,1,0.03,0.03,0.0,0.03,0.0,0.03,0.0,0.03,-0.03,0.0,0.0,0.0,0,0,0,0,0
9646,9647,1305,3715,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9647,9648,620,3716,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,725,725,0,0
9648,9649,2043,3716,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,364,422,0,0
9649,9650,2974,3716,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9650,9651,2126,3717,2,2,0,0.0570771,0.1141542,0.0570771,0.0,0.1141542,0.0,0.0241542,0.0,0.09,0.0241542,0.0,0.0,0,0,0,0,0
9651,9652,2297,3718,3,0,3,1.224205497,3.672616491,0.0,1.224205497,0.0,3.672616491,0.0,2.312054643,-0.435627164,-0.924934684,-2.312054643,0.0,0,119,352,0,0
9652,9653,1305,3719,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
9653,9654,2297,3720,1,0,1,0.026308923,0.026308923,0.0,0.026308923,0.0,0.026308923,0.0,0.026308923,-0.026308923,0.0,0.0,0.0,0,0,0,0,0
9654,9655,1305,3721,1,1,0,0.007716526,0.007716526,0.007716526,0.0,0.007716526,0.0,0.007716526,0.0,0.007716526,0.0,0.0,0.0,0,0,0,0,0
9655,9656,2126,3722,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
9656,9657,139,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9657,9658,140,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.000156646,0.0,0.0,0.0,0,0,0,0,1
9658,9659,288,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.042380113,0.0,0.0,0.0,0,0,0,0,1
9659,9660,318,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.015073714,0.0,0.0,0.0,0,0,0,0,1
9660,9661,401,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.053191034,0.0,0.0,0.0,0,0,0,0,1
9661,9662,427,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.006028727,0.0,0.0,0.0,0,0,0,0,1
9662,9663,449,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9663,9664,485,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9664,9665,593,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9665,9666,639,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9666,9667,639,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9667,9668,652,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-8.05e-05,0.0,0.0,0.0,0,0,0,0,1
9668,9669,714,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.006862757,0.0,0.0,0.0,0,0,0,0,1
9669,9670,892,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-2.26e-05,0.0,0.0,0.0,0,0,0,0,1
9670,9671,970,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.037204,0.0,0.0,0.0,0,0,0,0,1
9671,9672,976,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9672,9673,1017,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-4.76e-05,0.0,0.0,0.0,0,0,0,0,1
9673,9674,1054,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.002791632,0.0,0.0,0.0,0,0,0,0,1
9674,9675,1185,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.000313345,0.0,0.0,0.0,0,0,0,0,1
9675,9676,1323,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-1.78e-05,0.0,0.0,0.0,0,0,0,0,1
9676,9677,1551,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.05,0.0,0.0,0.0,0,0,0,0,1
9677,9678,1665,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9678,9679,1692,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.000470537,0.0,0.0,0.0,0,0,0,0,1
9679,9680,1694,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.016747251,0.0,0.0,0.0,0,0,0,0,1
9680,9681,1976,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.09,0.0,0.0,0.0,0,0,0,0,1
9681,9682,2212,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.019745915,0.0,0.0,0.0,0,0,0,0,1
9682,9683,2213,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9683,9684,2214,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9684,9685,2227,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.083051265,0.0,0.0,0.0,0,0,0,0,1
9685,9686,2355,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.003814413,0.0,0.0,0.0,0,0,0,0,1
9686,9687,2365,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.008336451,0.0,0.0,0.0,0,0,0,0,1
9687,9688,2427,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.007170346,0.0,0.0,0.0,0,0,0,0,1
9688,9689,2531,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9689,9690,2606,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.000264697,0.0,0.0,0.0,0,0,0,0,1
9690,9691,2635,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9691,9692,2686,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.012272787,0.0,0.0,0.0,0,0,0,0,1
9692,9693,2744,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.175908776,0.0,0.0,0.0,0,0,0,0,1
9693,9694,2786,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9694,9695,2826,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-6.81e-07,0.0,0.0,0.0,0,0,0,0,1
9695,9696,2925,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.008,0.5,0.0,0.0,0,62,0,0,1
9696,9697,3190,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
9697,9698,3360,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.000329702,0.0,0.0,0.0,0,0,0,0,1
9698,9699,3429,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.017048509,0.0,0.0,0.0,0,0,0,0,1
9699,9700,3498,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.011153426,0.0,0.0,0.0,0,0,0,0,1
9700,9701,3606,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.01,0.0,0.0,0.0,0,0,0,0,1
9701,9702,3705,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,-0.020138142,0.0,0.0,0.0,0,0,0,0,1
9702,9703,3763,3723,55,17,38,0.026211545,1.441634986,0.041308971,0.019457434,0.702252509,0.739382477,0.017048509,8.05e-05,0.0,0.0,0.0,0.0,0,0,0,0,1
